Company name;Security name;Yahoo code;WSJ code;Google code;Final NOS;Final FFR;Capi;FF Capi;Final Price;          ;YAH price;WSJ price ;SE price;              
Mattioli Woods Plc.;Mattioli Woods Plc.;MTW.L;MTW;MTW;27810364;0,5;;;;;;;;
Xaar Plc.;Xaar Plc.;XAR.L;XAR;XAR;78351341;0,6;;;;;;;;
Equals Group Plc.;Equals Group Plc.;EQLS.L;EQLS;EQLS;178602918;0,55;;;;;;;;
VERSARIEN Plc.;VERSARIEN Plc.;VRS.L;VRS;VRS;169682000;0,8;;;;;;;;
Vertu Motors Plc.;Vertu Motors Plc.;VTU.L;VTU;VTU;371227802;0,65;;;;;;;;
RM Plc.;RM Plc.;RM.L;RM;RM.;83875016;0,75;;;;;;;;
Impact Healthcare REIT Plc.;Impact Healthcare REIT Plc.;IHR.L;IHR;IHR;318953861;0,85;;;;;;;;
Loopup Group Plc.;Loopup Group Plc.;LOOP.L;LOOP;LOOP;55367349;0,8;;;;;;;;
Charles Stanley Group Plc.;Charles Stanley Group Plc.;CAY.L;CAY;CAY;52217364;0,45;;;;;;;;
GATELEY (HOLDINGS);GATELEY (HOLDINGS);GTLY.L;GTLY;GTLY;117609094;0,85;;;;;;;;
Rockhopper Exploration Plc.;Rockhopper Exploration Plc.;RKH.L;RKH;RKH;458482117;1;;;;;;;;
Oxford Biodynamics Plc.;Oxford Biodynamics Plc.;OBD.L;OBD;OBD;92559771;0,55;;;;;;;;
Bluejay Mining Plc.;Bluejay Mining Plc.;JAY.L;JAY;JAY;969969397;0,9;;;;;;;;
Warpaint London Plc.;Warpaint London Plc.;W7L.L;W7L;W7L;76749000;0,45;;;;;;;;
Castings Plc.;Castings Plc.;CGS.L;CGS;CGS;43632068;0,8;;;;;;;;
Northern Electric Plc.;Northern Electric Plc.;NTEA.L;NTEA;NTEA;127689809;0,9;;;;;;;;
Pan African Resources Plc.;Pan African Resources Plc.;PAF.L;PAF;PAF;2234687537;0,8;;;;;;;;
Quartix Holdings Plc.;Quartix Holdings Plc.;QTX.L;QTX;QTX;47954600;0,45;;;;;;;;
Non-Standard Finance Plc.;Non-Standard Finance Plc.;NSF.L;NSF;NSF;312437422;0,7;;;;;;;;
Marlowe Plc.;Marlowe Plc.;MRL.L;MRL;MRL;46045559;0,7;;;;;;;;
Tribal Group Plc.;Tribal Group Plc.;TRB.L;TRB;TRB;205698309;0,5;;;;;;;;
Alpha FX Group Plc.;Alpha FX Group Plc.;AFX.L;AFX;AFX;40066171;0,6;;;;;;;;
Bloomsbury Publishing Plc.;Bloomsbury Publishing Plc.;BMY.L;BMY;BMY;84122346;0,7;;;;;;;;
Stv Group Plc.;Stv Group Plc.;STVG.L;STVG;STVG;46242802;0,75;;;;;;;;
Tracsis Plc.;Tracsis Plc.;TRCS.L;TRCS;TRCS;29140233;0,95;;;;;;;;
Ten Entertainment Group Plc.;Ten Entertainment Group Plc.;TEG.L;TEG;TEG;68346970;0,55;;;;;;;;
Norcros Plc.;Norcros Plc.;NXR.L;NXR;NXR;80571654;0,5;;;;;;;;
Wilmington Group Plc.;Wilmington Group Plc.;WIL.L;WIL;WIL;87605890;0,65;;;;;;;;
Allergy Therapeutics Plc.;Allergy Therapeutics Plc.;AGY.L;AGY;AGY;637285804;0,08;;;;;;;;
Ecclesiastical Insurance Office Plc.;Ecclesiastical Insurance Office Plc.;ELLA.L;ELLA;ELLA;140270000;0,5;;;;;;;;
Macfarlane Group Plc.;Macfarlane Group Plc.;MACF.L;MACF;MACF;157812000;0,75;;;;;;;;
Curtis Banks Group Plc.;Curtis Banks Group Plc.;CBP.L;CBP;CBP;66253394;0,5;;;;;;;;
Caspian Sunrise Plc.;Caspian Sunrise Plc.;CASP.L;CASP;CASP;1927963084;0,6;;;;;;;;
Dialight Plc.;Dialight Plc.;DIA.L;DIA;DIA;32562466;0,65;;;;;;;;
FALCON OIL & GAS;FALCON OIL & GAS;FOG.L;FOG;FOG;981847425;1;;;;;;;;
GEM DIAMONDS Ltd.;GEM DIAMONDS Ltd.;GEMD.L;GEMD;GEMD;139480675;0,7;;;;;;;;
Cohort Plc.;Cohort Plc.;CHRT.L;CHRT;CHRT;40959101;0,6;;;;;;;;
Bioventix Plc.;Bioventix Plc.;BVXP.L;BVXP;BVXP;5209333;0,75;;;;;;;;
Yu Group Plc.;Yu Group Plc.;YU.L;YU;YU.;16281055;0,4;;;;;;;;
Town Centre Securities Plc.;Town Centre Securities Plc.;TOWN.L;TOWN;TOWN;53162000;0,95;;;;;;;;
Zegona Communications Plc.;Zegona Communications Plc.;ZEG.L;ZEG;ZEG;218977076;0,45;;;;;;;;
Carr's Group Plc.;Carr's Group Plc.;CARR.L;CARR;CARR;92515826;0,8;;;;;;;;
Finsbury Food Group Plc.;Finsbury Food Group Plc.;FIF.L;FIF;FIF;130383000;0,65;;;;;;;;
Amino Technologies Plc.;Amino Technologies Plc.;AMO.L;AMO;AMO;78078160;0,5;;;;;;;;
Gulf Marine Services Plc.;Gulf Marine Services Plc.;GMS.L;GMS;GMS;350487787;0,2;;;;;;;;
CROPPER(JAMES);CROPPER(JAMES);CRPR.L;CRPR;CRPR;9554803;0,85;;;;;;;;
Judges Scientific Plc.;Judges Scientific Plc.;JDG.L;JDG;JDG;6279124;0,85;;;;;;;;
SCHRODER EURPN REAL EST INV TST Ltd.;SCHRODER EURPN REAL EST INV TST Ltd.;SERE.L;SERE;SERE;133734686;0,7;;;;;;;;
Idox Plc.;Idox Plc.;IDOX.L;IDOX;IDOX;444919622;0,5;;;;;;;;
PERSONAL GROUP Holdings;PERSONAL GROUP Holdings;PGH.L;PGH;PGH;31219207;0,45;;;;;;;;
Kin and Karta Plc.;Kin and Karta Plc.;KCT.L;KCT;KCT;168760058;0,8;;;;;;;;
EVERYMAN MEDIA GROUP Plc.;EVERYMAN MEDIA GROUP Plc.;EMAN.L;EMAN;EMAN;91095469;0,75;;;;;;;;
Avation Plc.;Avation Plc.;AVAP.L;AVAP;AVAP;64879942;0,65;;;;;;;;
Sportech Plc.;Sportech Plc.;SPO.L;SPO;SPO;188751257;0,4;;;;;;;;
James Latham Plc.;James Latham Plc.;LTHM.L;LTHM;LTHM;20160000;0,8;;;;;;;;
Medica Group Plc.;Medica Group Plc.;MGP.L;MGP;MGP;111279650;0,5;;;;;;;;
Gear4music Holdings Plc.;Gear4music Holdings Plc.;G4M.L;G4M;G4M;20950176;0,4;;;;;;;;
Ekf Diagnostics Holdings Plc.;Ekf Diagnostics Holdings Plc.;EKF.L;EKF;EKF;454593227;0,6;;;;;;;;
Appreciate Group Plc.;Appreciate Group Plc.;APP.L;APP;APP;186347228;0,6;;;;;;;;
Goodwin Plc.;Goodwin Plc.;GDWN.L;GDWN;GDWN;7363200;0,5;;;;;;;;
Inland Homes Plc.;Inland Homes Plc.;INL.L;INL;INL;228165286;1;;;;;;;;
FULCRUM UTILITY SERVICES LD;FULCRUM UTILITY SERVICES LD;FCRM.L;FCRM;FCRM;222117945;0,5;;;;;;;;
R.E.A. Holdings Plc.;R.E.A. Holdings Plc.;RE.L;RE;RE.;43950529;0,4;;;;;;;;
Bowleven Plc.;Bowleven Plc.;BLVN.L;BLVN;BLVN;335272933;0,7;;;;;;;;
Tristel Plc.;Tristel Plc.;TSTL.L;TSTL;TSTL;46204562;0,8;;;;;;;;
City Pub Group Plc.(The);City Pub Group Plc.(The);CPC.L;CPC;CPC;103759425;0,65;;;;;;;;
Gama Aviation Plc.;Gama Aviation Plc.;GMAA.L;GMAA;GMAA;63636279;0,12;;;;;;;;
Foxtons Group Plc.;Foxtons Group Plc.;FOXT.L;FOXT;FOXT;275104391;0,55;;;;;;;;
San Leon Energy Plc.;San Leon Energy Plc.;SLE.L;SLE;SLE;449913026;0,12;;;;;;;;
REDCENTRIC Plc.;REDCENTRIC Plc.;RCN.L;RCN;RCN;155593178;0,8;;;;;;;;
MelodyVR Group Plc.;MelodyVR Group Plc.;MVR.L;MVR;MVR;2061845992;1;;;;;;;;
Igas Energy Plc.;Igas Energy Plc.;IGAS.L;IGAS;IGAS;122530247;0,8;;;;;;;;
Actual Experience Plc.;Actual Experience Plc.;ACT.L;ACT;ACT;47636811;0,35;;;;;;;;
IENERGIZER Ltd.;IENERGIZER Ltd.;IBPO.L;IBPO;IBPO;190130008;0,14;;;;;;;;
Marshall Motor Holdings Plc.;Marshall Motor Holdings Plc.;MMH.L;MMH;MMH;78232237;0,25;;;;;;;;
Portmeirion Group Plc.;Portmeirion Group Plc.;PMP.L;PMP;PMP;14439433;0,8;;;;;;;;
LIVERMORE INVESTMENTS GROUP Ltd.;LIVERMORE INVESTMENTS GROUP Ltd.;LIV.L;LIV;LIV;174813998;0,2;;;;;;;;
Sigma Capital Group Plc.;Sigma Capital Group Plc.;SGM.L;SGM;SGM;89537956;0,7;;;;;;;;
Tissue Regenix Group Plc.;Tissue Regenix Group Plc.;TRX.L;TRX;TRX;7032985756;0,65;;;;;;;;
Celtic Plc.;Celtic Plc.;CCP.L;CCP;CCP;94348132;1;;;;;;;;
Nanoco Group Plc.;Nanoco Group Plc.;NANO.L;NANO;NANO;305699102;0,7;;;;;;;;
Character Group Plc.;Character Group Plc.;CCT.L;CCT;CCT;23608501;1;;;;;;;;
AFH Financial Group Plc.;AFH Financial Group Plc.;AFHP.L;AFHP;AFHP;42981495;0,9;;;;;;;;
Zoo Digital Group Plc.;Zoo Digital Group Plc.;ZOO.L;ZOO;ZOO;74547271;0,95;;;;;;;;
Verona Pharma Plc.;Verona Pharma Plc.;VRP.L;VRP;VRP;414278294;0,75;;;;;;;;
Time Out Group Plc.;Time Out Group Plc.;TMO.L;TMO;TMO;283201804;0,35;;;;;;;;
Topps Tiles Plc.;Topps Tiles Plc.;TPT.L;TPT;TPT;194962277;0,75;;;;;;;;
Countrywide Plc.;Countrywide Plc.;CWD.L;CWD;CWD;32763019;0,75;;;;;;;;
CONYGAR INVESTMENT Co. (THE);CONYGAR INVESTMENT Co. (THE);CIC.L;CIC;CIC;53591590;0,75;;;;;;;;
Springfield Properties Plc.;Springfield Properties Plc.;SPR.L;SPR;SPR;97882189;0,5;;;;;;;;
Lok'n Store Group Plc.;Lok'n Store Group Plc.;LOK.L;LOK;LOK;30262696;0,8;;;;;;;;
Inspired Energy Plc.;Inspired Energy Plc.;INSE.L;INSE;INSE;959899047;0,45;;;;;;;;
Hargreaves Services Plc.;Hargreaves Services Plc.;HSP.L;HSP;HSP;33138756;0,55;;;;;;;;
Keystone Law Group Plc.;Keystone Law Group Plc.;KEYS.L;KEYS;KEYS;31273941;0,5;;;;;;;;
MAINTEL Holdings;MAINTEL Holdings;MAI.L;MAI;MAI;14337059;0,7;;;;;;;;
Creo Medical Group Plc.;Creo Medical Group Plc.;CREO.L;CREO;CREO;157520021;0,65;;;;;;;;
Churchill China Plc.;Churchill China Plc.;CHH.L;CHH;CHH;11030172;0,75;;;;;;;;
H & T GROUP;H & T GROUP;HAT.L;HAT;HAT;39864077;0,75;;;;;;;;
K3 Capital Group Plc.;K3 Capital Group Plc.;K3C.L;K3C;K3C;68549055;0,85;;;;;;;;
Bango Plc.;Bango Plc.;BGO.L;BGO;BGO;74407663;0,65;;;;;;;;
4d Pharma Plc.;4d Pharma Plc.;DDDD.L;DDDD;DDDD;131392242;0,85;;;;;;;;
Epwin Group Plc.;Epwin Group Plc.;EPWN.L;EPWN;EPWN;142927321;1;;;;;;;;
City Of London Investment Group Plc.;City Of London Investment Group Plc.;CLIG.L;CLIG;CLIG;26560707;0,85;;;;;;;;
Silence Therapeutics Plc.;Silence Therapeutics Plc.;SLN.L;SLN;SLN;82826259;0,85;;;;;;;;
DIURNAL GROUP Plc.;DIURNAL GROUP Plc.;DNL.L;DNL;DNL;101604867;0,35;;;;;;;;
Hummingbird Resources Plc.;Hummingbird Resources Plc.;HUM.L;HUM;HUM;357203368;0,9;;;;;;;;
Netcall Plc.;Netcall Plc.;NET.L;NET;NET;146249164;0,65;;;;;;;;
Gresham Computing Plc.;Gresham Computing Plc.;GHT.L;GHT;GHT;68256458;0,8;;;;;;;;
Anpario Plc.;Anpario Plc.;ANP.L;ANP;ANP;23267984;0,5;;;;;;;;
Itm Power Plc.;Itm Power Plc.;ITM.L;ITM;ITM;477461258;0,75;;;;;;;;
Accsys Technologies Plc.;Accsys Technologies Plc.;AXS.L;AXS;AXS;164270000;0,75;;;;;;;;
Urban Logistics REIT Plc.;Urban Logistics REIT Plc.;SHED.L;SHED;SHED;188616023;0,9;;;;;;;;
LEKOIL Ltd.;LEKOIL Ltd.;LEK.L;LEK;LEK;536529983;0,8;;;;;;;;
Science Group Plc.;Science Group Plc.;SAG.L;SAG;SAG;41957635;0,5;;;;;;;;
PROACTIS Holdings;PROACTIS Holdings;PHD.L;PHD;PHD;95532628;0,55;;;;;;;;
Real Estate Investors Plc.;Real Estate Investors Plc.;RLE.L;RLE;RLE;186420598;0,85;;;;;;;;
Wynnstay Group Plc.;Wynnstay Group Plc.;WYN.L;WYN;WYN;20007572;1;;;;;;;;
PRESIDENT ENERGY Plc.;PRESIDENT ENERGY Plc.;PPC.L;PPC;PPC;2014988459;0,6;;;;;;;;
UK OIL & GAS INVESTMENTS Plc.;UK OIL & GAS INVESTMENTS Plc.;UKOG.L;UKOG;UKOG;11099385057;0,9;;;;;;;;
Mercia Technologies Plc.;Mercia Technologies Plc.;MERC.L;MERC;MERC;440109707;0,85;;;;;;;;
Motif Bio Plc.;Motif Bio Plc.;MTFB.L;MTFB;MTFB;654991023;0,9;;;;;;;;
K3 Business Technology Group Plc.;K3 Business Technology Group Plc.;KBT.L;KBT;KBT;42946665;0,25;;;;;;;;
N.W.F GROUP;N.W.F GROUP;NWF.L;NWF;NWF;49003965;1;;;;;;;;
Flowtech Fluidpower Plc.;Flowtech Fluidpower Plc.;FLO.L;FLO;FLO;61492673;0,7;;;;;;;;
Jupiter Emerging&Frontier Income Tr Plc.;Jupiter Emerging&Frontier Income Tr Plc.;JEFI.L;JEFI;JEFI;85465171;0,95;;;;;;;;
Asiamet Resources Ltd.;Asiamet Resources Ltd.;ARS.L;ARS;ARS;1479114353;0,95;;;;;;;;
Eckoh Plc.;Eckoh Plc.;ECK.L;ECK;ECK;253799719;0,65;;;;;;;;
Xpediator Plc.;Xpediator Plc.;XPD.L;XPD;XPD;141633175;0,75;;;;;;;;
Omg Plc.;Omg Plc.;OMG.L;OMG;OMG;125734658;0,8;;;;;;;;
Animalcare Group Plc.;Animalcare Group Plc.;ANCR.L;ANCR;ANCR;60057161;0,4;;;;;;;;
Shoe Zone Plc.;Shoe Zone Plc.;SHOE.L;SHOE;SHOE;50000000;0,4;;;;;;;;
Cml Microsystems Plc.;Cml Microsystems Plc.;CML.L;CML;CML;17201119;0,9;;;;;;;;
Adept Telecom Plc.;Adept Telecom Plc.;ADT.L;ADT;ADT;25029957;0,6;;;;;;;;
CHAARAT GOLD Holdings Ltd.;CHAARAT GOLD Holdings Ltd.;CGH.L;CGH;CGH;524562210;0,55;;;;;;;;
XPS Pensions Group Plc.;XPS Pensions Group Plc.;XPS.L;XPS;XPS;205051796;0,8;;;;;;;;
Jersey Electricity Plc.;Jersey Electricity Plc.;JEL.L;JEL;JEL;19000000;0,95;;;;;;;;
CPP GROUP Plc.;CPP GROUP Plc.;CPP.L;CPP;CPP;8741976;0,25;;;;;;;;
Hansard Global Plc.;Hansard Global Plc.;HSD.L;HSD;HSD;137557079;0,4;;;;;;;;
SCS Group Plc.;SCS Group Plc.;SCS.L;SCS;SCS;38012655;0,2;;;;;;;;
Record Plc.;Record Plc.;REC.L;REC;REC;199054325;0,7;;;;;;;;
Gresham House Plc.;Gresham House Plc.;GHE.L;GHE;GHE;32091707;0,7;;;;;;;;
Braemar Shipping Services Plc.;Braemar Shipping Services Plc.;BMS.L;BMS;BMS;31709205;0,9;;;;;;;;
ULS Technology Plc.;ULS Technology Plc.;ULS.L;ULS;ULS;64871276;0,5;;;;;;;;
Ergomed;Ergomed;ERGO.L;ERGO;ERGO;48412275;0,5;;;;;;;;
Advanced Oncotherapy Plc.;Advanced Oncotherapy Plc.;AVO.L;AVO;AVO;306371241;0,9;;;;;;;;
Carclo Plc.;Carclo Plc.;CAR.L;CAR;CAR;73419193;0,75;;;;;;;;
Walker Greenbank Plc.;Walker Greenbank Plc.;WGB.L;WGB;WGB;70983505;0,9;;;;;;;;
Bahamas Petroleum Company Plc.;Bahamas Petroleum Company Plc.;BPC.L;BPC;BPC;3408207658;1;;;;;;;;
Private & Commercial Finance Group Plc.;Private & Commercial Finance Group Plc.;PCF.L;PCF;PCF;250240136;0,4;;;;;;;;
Nexus Infrastructure Plc.;Nexus Infrastructure Plc.;NEXS.L;NEXS;NEXS;45260750;0,65;;;;;;;;
Sopheon Plc.;Sopheon Plc.;SPE.L;SPE;SPE;10202888;0,55;;;;;;;;
Bigblu Broadband Plc.;Bigblu Broadband Plc.;BBB.L;BBB;BBB;57589857;0,5;;;;;;;;
Ten Lifestyle Group Plc.;Ten Lifestyle Group Plc.;TENG.L;TENG;TENG;80650049;0,85;;;;;;;;
Begbies Traynor Group Plc.;Begbies Traynor Group Plc.;BEG.L;BEG;BEG;127866777;0,75;;;;;;;;
Checkit Plc.;Checkit Plc.;CKT.L;CKT;CKT;62033617;0,5;;;;;;;;
Immunodiagnostic Systems Holdings Plc.;Immunodiagnostic Systems Holdings Plc.;IDH.L;IDH;IDH;29450175;0,75;;;;;;;;
Arena Events Group Plc.;Arena Events Group Plc.;ARE.L;ARE;ARE;247710883;0,55;;;;;;;;
Alternative Income REIT Plc.;Alternative Income REIT Plc.;AIRE.L;AIRE;AIRE;80500000;0,9;;;;;;;;
Enwell Energy Plc.;Enwell Energy Plc.;ENW.L;ENW;ENW;320637836;0,2;;;;;;;;
Centaur Media Plc.;Centaur Media Plc.;CAU.L;CAU;CAU;151410226;0,45;;;;;;;;
Connect Group Plc.;Connect Group Plc.;CNCT.L;CNCT;CNCT;247659200;0,55;;;;;;;;
KROMEK GROUP Plc.;KROMEK GROUP Plc.;KMK.L;KMK;KMK;344635089;0,75;;;;;;;;
MICHELMERSH BRICK Holdings;MICHELMERSH BRICK Holdings;MBH.L;MBH;MBH;93717383;0,7;;;;;;;;
Xeros Technology Group Plc.;Xeros Technology Group Plc.;XSG.L;XSG;XSG;1996111556;0,6;;;;;;;;
Zytronic Plc.;Zytronic Plc.;ZYT.L;ZYT;ZYT;16044000;1;;;;;;;;
APQ Global Ltd.;APQ Global Ltd.;APQ.L;APQ;APQ;78320781;0,45;;;;;;;;
Echo Energy Plc.;Echo Energy Plc.;ECHO.L;ECHO;ECHO;806717587;0,85;;;;;;;;
Renold Plc.;Renold Plc.;RNO.L;RNO;RNO;225417740;0,7;;;;;;;;
Avingtrans Plc.;Avingtrans Plc.;AVG.L;AVG;AVG;31379553;0,8;;;;;;;;
Revolution Bars Group Plc.;Revolution Bars Group Plc.;RBG.L;RBG;RBG;125046654;0,85;;;;;;;;
TERN Plc.;TERN Plc.;TERN.L;TERN;TERN;300999434;1;;;;;;;;
Oncimmune Holdings Plc.;Oncimmune Holdings Plc.;ONC.L;ONC;ONC;63540975;0,7;;;;;;;;
Luceco Plc.;Luceco Plc.;LUCE.L;LUCE;LUCE;160800000;0,7;;;;;;;;
Van Elle Holdings Plc.;Van Elle Holdings Plc.;VANL.L;VANL;VANL;106666650;0,85;;;;;;;;
Panther Securities Plc.;Panther Securities Plc.;PNS.L;PNS;PNS;17746929;0,5;;;;;;;;
Volex Plc.;Volex Plc.;VLX.L;VLX;VLX;152707378;0,65;;;;;;;;
Circle Property Plc.;Circle Property Plc.;CRC.L;CRC;CRC;28551796;0,7;;;;;;;;
Air Partner Plc.;Air Partner Plc.;AIR.L;AIR;AIR;63723439;0,75;;;;;;;;
Remote Monitored Systems Plc.;Remote Monitored Systems Plc.;RMS.L;RMS;RMS;774006790;1;;;;;;;;
Franchise Brands Plc.;Franchise Brands Plc.;FRAN.L;FRAN;FRAN;95745375;0,55;;;;;;;;
OptiBiotix Health Plc.;OptiBiotix Health Plc.;OPTI.L;OPTI;OPTI;87940601;0,8;;;;;;;;
SAVANNAH RESOURCES Plc.;SAVANNAH RESOURCES Plc.;SAV.L;SAV;SAV;1298959820;0,65;;;;;;;;
TUNGSTEN Corp. Plc.;TUNGSTEN Corp. Plc.;TUNG.L;TUNG;TUNG;126088147;0,65;;;;;;;;
Angle Plc.;Angle Plc.;AGL.L;AGL;AGL;172909742;0,8;;;;;;;;
Eleco Plc.;Eleco Plc.;ELCO.L;ELCO;ELCO;82264650;0,95;;;;;;;;
First Property Group Plc.;First Property Group Plc.;FPO.L;FPO;FPO;116601115;0,95;;;;;;;;
PARKMEAD GROUP (THE);PARKMEAD GROUP (THE);PMG.L;PMG;PMG;109181797;0,65;;;;;;;;
Steppe Cement Ltd.;Steppe Cement Ltd.;STCM.L;STCM;STCM;219000000;1;;;;;;;;
Horizonte Minerals Plc.;Horizonte Minerals Plc.;HZM.L;HZM;HZM;1449377287;0,65;;;;;;;;
Concurrent Technologies;Concurrent Technologies;CNC.L;CNC;CNC;73900012;0,6;;;;;;;;
Filta Group Holdings Plc.;Filta Group Holdings Plc.;FLTA.L;FLTA;FLTA;29098164;0,4;;;;;;;;
G3 Exploration Ltd.;G3 Exploration Ltd.;G3E.L;G3E;G3E;156072289;1;;;;;;;;
Cambria Automobiles Plc.;Cambria Automobiles Plc.;CAMB.L;CAMB;CAMB;100000000;0,55;;;;;;;;
HSS Hire Group Plc.;HSS Hire Group Plc.;HSS.L;HSS;HSS;170207142;0,25;;;;;;;;
DX (Group) Plc.;DX (Group) Plc.;DX.L;DX;DX.;573682000;0,4;;;;;;;;
Shearwater Group Plc.;Shearwater Group Plc.;SWG.L;SWG;SWG;23671817;0,95;;;;;;;;
Volvere Plc.;Volvere Plc.;VLE.L;VLE;VLE;6207074;1;;;;;;;;
OPG POWER VENTURE Plc.;OPG POWER VENTURE Plc.;OPG.L;OPG;OPG;400733511;0,3;;;;;;;;
IQGeo Group Plc.;IQGeo Group Plc.;IQG.L;IQG;IQG;49594086;0,4;;;;;;;;
CENTRALNIC GROUP Plc.;CENTRALNIC GROUP Plc.;CNIC.L;CNIC;CNIC;192052303;0,45;;;;;;;;
Cenkos Securities Plc.;Cenkos Securities Plc.;CNKS.L;CNKS;CNKS;56694783;0,85;;;;;;;;
DOLPHIN CAPITAL INVESTORS;DOLPHIN CAPITAL INVESTORS;DCI.L;DCI;DCI;904627000;0,75;;;;;;;;
D4t4 Solutions Plc.;D4t4 Solutions Plc.;D4T4.L;D4T4;D4T4;40377576;0,8;;;;;;;;
CAPITAL DRILLING Ltd.;CAPITAL DRILLING Ltd.;CAPD.L;CAPD;CAPD;136980903;0,85;;;;;;;;
The Fulham Shore;The Fulham Shore;FUL.L;FUL;FUL;609617181;1;;;;;;;;
Metals Exploration Plc.;Metals Exploration Plc.;MTL.L;MTL;MTL;2071334586;0,3;;;;;;;;
Water Intelligence Plc.;Water Intelligence Plc.;WATR.L;WATR;WATR;17037371;0,4;;;;;;;;
NAHL Group Plc.;NAHL Group Plc.;NAH.L;NAH;NAH;46240222;0,55;;;;;;;;
ZANAGA IRON ORE Co. Ltd.;ZANAGA IRON ORE Co. Ltd.;ZIOC.L;ZIOC;ZIOC;293034367;0,75;;;;;;;;
Sigmaroc Plc.;Sigmaroc Plc.;SRC.L;SRC;SRC;253739186;0,7;;;;;;;;
TP Group Plc.;TP Group Plc.;TPG.L;TPG;TPG;779178719;0,65;;;;;;;;
Jarvis Securities Plc.;Jarvis Securities Plc.;JIM.L;JIM;JIM;11182750;0,55;;;;;;;;
Anglo Asian Mining Plc.;Anglo Asian Mining Plc.;AAZ.L;AAZ;AAZ;114392024;0,7;;;;;;;;
French Connection Group Plc.;French Connection Group Plc.;FCCN.L;FCCN;FCCN;96612934;0,3;;;;;;;;
SCIENCE IN SPORT Ltd.;SCIENCE IN SPORT Ltd.;SIS.L;SIS;SIS;135100931;0,6;;;;;;;;
Colefax Group Plc.;Colefax Group Plc.;CFX.L;CFX;CFX;9022440;0,75;;;;;;;;
Ramsdens Holdings Plc.;Ramsdens Holdings Plc.;RFX.L;RFX;RFX;30837653;0,7;;;;;;;;
Jkx Oil & Gas Plc.;Jkx Oil & Gas Plc.;JKX.L;JKX;JKX;172125916;0,35;;;;;;;;
Ince Group Plc.;Ince Group Plc.;INCE.L;INCE;INCE;68540912;0,85;;;;;;;;
PLEXUS Holdings;PLEXUS Holdings;POS.L;POS;POS;105386239;0,5;;;;;;;;
Bilby Plc.;Bilby Plc.;BILB.L;BILB;BILB;58721845;0,7;;;;;;;;
B90 Holdings Plc.;B90 Holdings Plc.;B90.L;B90;B90;95889492;0,4;;;;;;;;
J Smart & Co (Contractors) Plc.;J Smart & Co (Contractors) Plc.;SMJ.L;SMJ;SMJ;42571409;0,4;;;;;;;;
TRINITY EXPLORATION & PRODUCTION;TRINITY EXPLORATION & PRODUCTION;TRIN.L;TRIN;TRIN;388794303;0,8;;;;;;;;
Cerillion Plc.;Cerillion Plc.;CER.L;CER;CER;29513486;0,35;;;;;;;;
SYLVANIA PLATINUM Ltd.;SYLVANIA PLATINUM Ltd.;SLP.L;SLP;SLP;286713699;0,85;;;;;;;;
Tiziana Life Sciences Plc.;Tiziana Life Sciences Plc.;TILS.L;TILS;TILS;191159823;0,45;;;;;;;;
Altitude Group Plc.;Altitude Group Plc.;ALT.L;ALT;ALT;70096179;1;;;;;;;;
Minds + Machines Group Ltd.;Minds + Machines Group Ltd.;MMX.L;MMX;MMX;902033984;0,65;;;;;;;;
Alumasc Group Plc.;Alumasc Group Plc.;ALU.L;ALU;ALU;36502803;1;;;;;;;;
Blancco Technology Group Plc.;Blancco Technology Group Plc.;BLTG.L;BLTG;BLTG;75363842;0,75;;;;;;;;
ECO (ATLANTIC) OIL & GAS Ltd.;ECO (ATLANTIC) OIL & GAS Ltd.;ECO.L;ECO;ECO;184697723;0,6;;;;;;;;
Assetco Plc.;Assetco Plc.;ASTO.L;ASTO;ASTO;12211163;0,05;;;;;;;;
Amryt Pharma Plc.;Amryt Pharma Plc.;AMYT.L;AMYT;AMYT;163363543;0,8;;;;;;;;
Destiny Pharma Plc.;Destiny Pharma Plc.;DEST.L;DEST;DEST;43865195;0,75;;;;;;;;
Highcroft Investments Plc.;Highcroft Investments Plc.;HCFT.L;HCFT;HCFT;5175175;0,4;;;;;;;;
Scotgems Plc.;Scotgems Plc.;SGEM.L;SGEM;SGEM;53533770;0,9;;;;;;;;
Ebiquity Plc.;Ebiquity Plc.;EBQ.L;EBQ;EBQ;82563254;0,4;;;;;;;;
Instem Plc.;Instem Plc.;INS.L;INS;INS;20481909;0,65;;;;;;;;
SCANCELL Holdings Plc.;SCANCELL Holdings Plc.;SCLP.L;SCLP;SCLP;629127092;0,7;;;;;;;;
FIH group Plc.;FIH group Plc.;FIH.L;FIH;FIH;12504519;0,65;;;;;;;;
PETRO MATAD Ltd.;PETRO MATAD Ltd.;MATD.L;MATD;MATD;678105306;1;;;;;;;;
Shield Therapeutics Plc.;Shield Therapeutics Plc.;STX.L;STX;STX;117188657;0,35;;;;;;;;
Rainbow Rare Earths Ltd.;Rainbow Rare Earths Ltd.;RBW.L;RBW;RBW;421981551;0,95;;;;;;;;
Brand Architekts Group Plc.;Brand Architekts Group Plc.;BAR.L;BAR;BAR;17230702;0,7;;;;;;;;
C4X Discovery Holdings Plc.;C4X Discovery Holdings Plc.;C4XD.L;C4XD;C4XD;119203144;0,7;;;;;;;;
Jersey Oil and Gas Plc.;Jersey Oil and Gas Plc.;JOG.L;JOG;JOG;21829227;1;;;;;;;;
Dp Poland Plc.;Dp Poland Plc.;DPP.L;DPP;DPP;253969093;0,65;;;;;;;;
